,precision,recall,f1-score,support
A2B2C1,0.2857142857142857,0.2,0.23529411764705882,10.0
A4B1,0.5,0.1,0.16666666666666666,10.0
A3B3C3D3E3F3,0.9090909090909091,1.0,0.9523809523809523,10.0
A4B2,0.0,0.0,0.0,9.0
A4B4C4,0.6363636363636364,0.7777777777777778,0.7,9.0
A1B3,0.4444444444444444,0.4444444444444444,0.4444444444444444,9.0
A3B1C1,0.0,0.0,0.0,8.0
A1B1C2,0.75,0.375,0.5,8.0
A2B1C1D1,0.625,0.625,0.625,8.0
A18,0.0,0.0,0.0,8.0
A1B4,0.45454545454545453,0.625,0.5263157894736842,8.0
A1B1C1D1E1F3,1.0,0.7142857142857143,0.8333333333333334,7.0
A6B2,0.0,0.0,0.0,7.0
A3B2,0.0,0.0,0.0,7.0
A2B2C2D2E2,0.3333333333333333,0.3333333333333333,0.3333333333333333,6.0
A60B60C60,1.0,1.0,1.0,5.0
A4B4C4D4,1.0,0.4,0.5714285714285714,5.0
A180,0.5714285714285714,0.8,0.6666666666666666,5.0
A60B60C60D60,1.0,1.0,1.0,5.0
A6B6C6,0.0,0.0,0.0,5.0
A5B2,0.0,0.0,0.0,5.0
A7B7,0.5,0.2,0.2857142857142857,5.0
A2B2C1D1,1.0,0.6,0.75,5.0
A1B2C1D1,1.0,0.2,0.3333333333333333,5.0
A11,0.0,0.0,0.0,4.0
A2B1C2D1E1F1,0.0,0.0,0.0,4.0
A1B2C1,0.0,0.0,0.0,4.0
A9,0.0,0.0,0.0,4.0
A3B3C1D1,0.0,0.0,0.0,4.0
A-1B-1,0.6666666666666666,0.5,0.5714285714285714,4.0
A2B4,0.3333333333333333,0.25,0.2857142857142857,4.0
A1B1C1D2,0.5,0.5,0.5,4.0
A6B1,0.4,0.5,0.4444444444444444,4.0
A4B2C2,0.0,0.0,0.0,3.0
A12B10,0.0,0.0,0.0,3.0
A-1B-1C-1,0.0,0.0,0.0,3.0
A2B2C2D1,0.0,0.0,0.0,3.0
A1B5,0.125,0.3333333333333333,0.18181818181818182,3.0
A14B14,1.0,0.3333333333333333,0.5,3.0
A20,0.0,0.0,0.0,3.0
A16,0.0,0.0,0.0,3.0
A3B3C3D3E3,0.5,1.0,0.6666666666666666,3.0
A1B1C3,0.0,0.0,0.0,2.0
A3B6,0.0,0.0,0.0,2.0
A12B12C12,1.0,0.5,0.6666666666666666,2.0
A1B2C2,0.0,0.0,0.0,2.0
A3B3C3D1,0.0,0.0,0.0,2.0
A2B2C4,0.0,0.0,0.0,2.0
A4B4C4D4E4,0.0,0.0,0.0,2.0
A1B2C1D2,0.0,0.0,0.0,2.0
A6B3,0.0,0.0,0.0,2.0
A1B1C1D1E1F2,0.0,0.0,0.0,2.0
A6B12,0.0,0.0,0.0,2.0
A60B60,0.0,0.0,0.0,2.0
A7B1,1.0,0.5,0.6666666666666666,2.0
A2B3C2,0.0,0.0,0.0,2.0
A4B1C1,0.0,0.0,0.0,2.0
A1B1C12,1.0,1.0,1.0,2.0
A6B6,0.03225806451612903,0.5,0.06060606060606061,2.0
A1B1C2D2,0.5,0.5,0.5,2.0
A2B5,1.0,1.0,1.0,2.0
A5B5,1.0,0.5,0.6666666666666666,2.0
A4B4C4D4E1,1.0,0.5,0.6666666666666666,2.0
A1B2C2D1,0.0,0.0,0.0,2.0
A4B8,0.0,0.0,0.0,2.0
A1B3C1,0.0,0.0,0.0,2.0
A6B1C14,0.0,0.0,0.0,2.0
A3B3C8D7,0.0,0.0,0.0,1.0
A1B2C4D1E1,0.0,0.0,0.0,1.0
A6B6C6D6,0.0,0.0,0.0,1.0
A1B6,0.0,0.0,0.0,1.0
A12B6C6D6E12,1.0,1.0,1.0,1.0
A2B2C2D2E2F1,0.0,0.0,0.0,1.0
A-1B10,0.0,0.0,0.0,1.0
A3B9C2D1,0.0,0.0,0.0,1.0
A2B2C2D2E2F2,0.0,0.0,0.0,1.0
A-1B24,0.0,0.0,0.0,1.0
A3B6C6,0.0,0.0,0.0,1.0
A3B3C3D2,0.0,0.0,0.0,1.0
A9B3C3D3E3,0.0,0.0,0.0,1.0
A1B2C1D1E1F1,0.0,0.0,0.0,1.0
A1B3C3,0.0,0.0,0.0,1.0
A4B8C4,0.0,0.0,0.0,1.0
A18B16,0.0,0.0,0.0,1.0
A7B7C1,0.0,0.0,0.0,1.0
A-1B-1C-1D-1,0.0,0.0,0.0,1.0
A-1B12,0.0,0.0,0.0,1.0
A5B2C1,0.0,0.0,0.0,1.0
A2B1C1D1E1F4,0.0,0.0,0.0,1.0
A2B1C2D1E2,0.0,0.0,0.0,1.0
A1B1C1D2E1F2,0.0,0.0,0.0,1.0
A3B3C3D1E1,0.0,0.0,0.0,1.0
A10B1,1.0,1.0,1.0,1.0
A7B2C1,0.0,0.0,0.0,1.0
A-1B3C6D3E3,0.0,0.0,0.0,1.0
A6B1C1,0.5,1.0,0.6666666666666666,1.0
A2B2C3D3,0.0,0.0,0.0,1.0
A6B5,0.0,0.0,0.0,1.0
A1B2C1D1E1,0.0,0.0,0.0,1.0
A1B1C1D2E1F1,0.0,0.0,0.0,1.0
A1B1C2D1E1F2,0.0,0.0,0.0,1.0
A4B4C2D4,0.0,0.0,0.0,1.0
A60B-1,0.0,0.0,0.0,1.0
A3B4C4,0.0,0.0,0.0,1.0
A1B12C1D1E1,1.0,1.0,1.0,1.0
A3B5C3,0.0,0.0,0.0,1.0
A9B6,0.0,0.0,0.0,1.0
A2B2C2D3,0.0,0.0,0.0,1.0
A6B12C12D12E18F6,0.0,0.0,0.0,1.0
A11B11,0.0,0.0,0.0,1.0
A4B9,0.0,0.0,0.0,1.0
A2B2C3,0.0,0.0,0.0,1.0
A15,0.0,0.0,0.0,1.0
A5B8,0.0,0.0,0.0,1.0
A1B3C3D1E1,0.0,0.0,0.0,1.0
A18B24,0.0,0.0,0.0,1.0
A3B3C2D2,0.0,0.0,0.0,1.0
A4B6,0.0,0.0,0.0,1.0
A8B3,0.0,0.0,0.0,1.0
A1B1C1D1E2F1,0.0,0.0,0.0,1.0
A1B3C1D1,0.0,0.0,0.0,1.0
A12B2,0.0,0.0,0.0,1.0
A4B4C4D4E3,0.0,0.0,0.0,1.0
A3B3C2D1,0.0,0.0,0.0,1.0
A1B1C2D2E2,0.0,0.0,0.0,1.0
A3B2C2D2E2,0.0,0.0,0.0,1.0
A1B2C1D2E2,0.0,0.0,0.0,1.0
A180B180,0.0,0.0,0.0,1.0
A16B14,0.0,0.0,0.0,1.0
A11B3C5,0.0,0.0,0.0,1.0
A1B1C1D1E2,1.0,1.0,1.0,1.0
A5B5C5D5,0.0,0.0,0.0,1.0
A8B8C8D4,0.0,0.0,0.0,1.0
A3B3C3D3E1F1,0.0,0.0,0.0,1.0
A6B3C1,0.0,0.0,0.0,1.0
A2B2C1D1E2,0.0,0.0,0.0,1.0
A9B9C9,0.0,0.0,0.0,1.0
A4B5C1,0.0,0.0,0.0,1.0
A3B1C1D3,0.0,0.0,0.0,1.0
A16B16C14,0.0,0.0,0.0,1.0
A3B2C8,0.0,0.0,0.0,1.0
A5B1C1D1,1.0,1.0,1.0,1.0
A3B2C2D1,0.0,0.0,0.0,1.0
A3B3C1,0.14285714285714285,1.0,0.25,1.0
A1B6C3,0.0,0.0,0.0,1.0
A14B7,0.25,1.0,0.4,1.0
A6B5C-1,0.0,0.0,0.0,1.0
A-1B1,0.0,0.0,0.0,1.0
A3B3C3D3E1,0.0,0.0,0.0,1.0
A6B7,0.0,0.0,0.0,1.0
A1B6C6D6,0.0,0.0,0.0,1.0
A4B8C8,0.0,0.0,0.0,1.0
A12B12C6D6E12,0.0,0.0,0.0,1.0
A7B1C1,0.0,0.0,0.0,1.0
A2B3,0.0,0.0,0.0,1.0
A60B-1C-1,0.0,0.0,0.0,1.0
A5B1,0.0,0.0,0.0,1.0
A3B3C3D9,0.0,0.0,0.0,1.0
A2B1C1D1E2,1.0,1.0,1.0,1.0
A10B1C1,0.0,0.0,0.0,1.0
A1B16,0.0,0.0,0.0,1.0
A16B16C1D1E1,0.0,0.0,0.0,1.0
A6B1C3,0.0,0.0,0.0,1.0
A6B18,1.0,1.0,1.0,1.0
A-1B15C5D12E12,0.0,0.0,0.0,1.0
A1B4C1,0.0,0.0,0.0,1.0
A4B2C4D2E2F2,0.0,0.0,0.0,1.0
A2B1C2D2,0.0,0.0,0.0,1.0
A3B4,0.0,0.0,0.0,1.0
A16B16C16D16E1,0.0,0.0,0.0,1.0
A2B1C1D2E1,1.0,1.0,1.0,1.0
A1B3C3D1,1.0,1.0,1.0,1.0
A10B10C5D5,0.0,0.0,0.0,1.0
A18B6,0.0,0.0,0.0,1.0
A3B5,0.0,0.0,0.0,1.0
A12B6,0.0,0.0,0.0,1.0
A18B18C6,0.0,0.0,0.0,1.0
A6B6C12D12E12,0.0,0.0,0.0,1.0
A2B2C1D2E1,0.0,0.0,0.0,1.0
A8B8C1D8E8,0.0,0.0,0.0,1.0
A-1B-1C6D6E12F12,0.0,0.0,0.0,1.0
A4B3C3,0.0,0.0,0.0,1.0
A1B10C1,0.0,0.0,0.0,1.0
A10B10,0.0,0.0,0.0,1.0
A3B4C3,0.0,0.0,0.0,1.0
A12B6C18D6E12F12,0.0,0.0,0.0,1.0
A20B20,0.0,0.0,0.0,1.0
A-1B-1C-1D-1E-1,0.0,0.0,0.0,1.0
A3B6C3,0.0,0.0,0.0,1.0
A12B18C6D6,0.0,0.0,0.0,1.0
A4B4C4D2E2,0.0,0.0,0.0,1.0
A1B8C8,0.0,0.0,0.0,1.0
A4B2C1,0.0,0.0,0.0,1.0
A15B15,0.0,0.0,0.0,1.0
A1B1C2D1,0.0,0.0,0.0,1.0
A5B12C3D5E3F6,0.0,0.0,0.0,1.0
accuracy,0.6624815361890695,,,0.0
